,Unnamed: 0,start_node,end_node,weight,answer,score,sentiment,category,sentence
152,298.0,funds available f,financial results,1,funds available f,0.4238952100276947,"{'neg': 0.127, 'neu': 0.744, 'pos': 0.129, 'compound': 0.0498}",,"This dedicated use of cash could impact our ability to successfully compete by, for example:
â€¢increasing our vulnerability to general adverse economic and industry conditions, including any adverse economic and industry conditions resulting from the COVID-19 pandemic, such as store closures, decreased foot traffic and recession;
â€¢limiting our flexibility in planning for or reacting to changes in our business and industry;
â€¢placing us at a competitive disadvantage compared to some of our competitors that have less debt; and
â€¢limiting our ability to obtain additional financing required to fund working capital and capital expenditures and for other general corporate purposes."
153,299.0, other business purposes,financial results,1, other business purposes,0.4238952100276947,"{'neg': 0.127, 'neu': 0.744, 'pos': 0.129, 'compound': 0.0498}",,"This dedicated use of cash could impact our ability to successfully compete by, for example:
â€¢increasing our vulnerability to general adverse economic and industry conditions, including any adverse economic and industry conditions resulting from the COVID-19 pandemic, such as store closures, decreased foot traffic and recession;
â€¢limiting our flexibility in planning for or reacting to changes in our business and industry;
â€¢placing us at a competitive disadvantage compared to some of our competitors that have less debt; and
â€¢limiting our ability to obtain additional financing required to fund working capital and capital expenditures and for other general corporate purposes."
154,302.0,Failure to compete effectively,financial results,-1,Failure to compete effectively,0.7811270952224731,"{'neg': 0.039, 'neu': 0.729, 'pos': 0.232, 'compound': 0.8126}",,The success of our business depends upon our ability to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points.
155,303.0,Fluctuations in product costs,financial results,-1,Fluctuations in product costs,0.7782795429229736,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
156,312.0,Failure to protect the value of our brands,financial results,-1,Failure to protect the value of our brands,0.6120659112930298,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.7579}",,We devote substantial resources to the establishment and protection of our trademark and other proprietary intellectual property rights on a global basis.
157,313.0,managementâ€™s attention may be diverted from other business concerns,financial results,-1,managementâ€™s attention may be diverted from other business concerns,0.5586032271385193,"{'neg': 0.066, 'neu': 0.831, 'pos': 0.102, 'compound': 0.0772}",,"In addition, changing laws, regulations and standards relating to corporate governance and public disclosure are creating uncertainty for public companies, increasing legal and financial compliance costs and making some activities more time consuming."
158,317.0,conversion of their Class B common stock,class a common stock,1,conversion of their Class B common stock,0.3991776406764984,"{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.296}",,"Although we have made filings with the SEC for many years, as a public company we are subject to the additional reporting requirements of the Exchange Act, the Sarbanes-Oxley Act of 2002, the Dodd-Frank Wall Street Reform and Consumer Protection Act, the listing requirements of the NYSE and other applicable securities rules and regulations."
159,318.0,changing market conditions,class a common stock,1,changing market conditions,0.2409339398145676,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9538}",,"Many variables, such as changes in interest rates, mortality rates, health care costs, investment returns and/or the market value of plan assets, can affect the funded status of our defined benefit pension, other postretirement, and postemployment benefit plans and cause volatility in the net periodic benefit cost and future funding requirements of the plans."
160,320.0,investment,class a common stock,1,investment,0.5000852346420288,"{'neg': 0.124, 'neu': 0.779, 'pos': 0.097, 'compound': -0.9668}",,"â€¢the COVID-19 pandemic has had, and will likely continue to have, an adverse effect on the global economy, our business and results of operations;
â€¢our success depends on our ability to maintain the value and reputation of our brands;
â€¢our revenues are influenced by economic conditions that impact consumer spending and consumer confidence and an extended period of global supply chain and economic disruption could materially affect our business, results of operations, access to sources of liquidity and financial condition;
â€¢intense competition in the global apparel industry could lead to reduced sales and prices;
â€¢failure to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points could adversely affect our image and reputation and sales, margins and profitability;
â€¢we depend on a group of key wholesale customers for a significant portion of our revenues, and a significant adverse change in a customer relationship or in a customerâ€™s performance or financial position could harm our business and financial condition;
â€¢our efforts to expand our retail business may not be successful, which could impact our operating results;
â€¢if the implementation of our customer, digital, and omni-channel initiatives is not successful, if we are unable to effectively execute our e-commerce business, or we do not realize the return on our investments in these initiatives that we anticipate, our reputation and operating results would be adversely affected;
â€¢we may be unable to maintain or increase our sales through our third-party distribution channels, which can impact, and has adversely impacted in the past, our net revenues and margins;
â€¢we are a global company with significant revenues and earnings generated internationally, which exposes us to the impact of foreign currency fluctuations, changes to trade policy (including tariff, sanctions and customs regulations) and other domestic and foreign laws and regulations (including tax reform legislation), as well as political and economic risks;
â€¢if we encounter problems with our distribution system, whether company-owned or third-party, our ability to meet customer and consumer expectations, manage inventory, complete sales and achieve operating efficiencies could be adversely affected;
â€¢we face risks arising from restructuring of our operations and uncertainty with respect to our ability to achieve any anticipated cost savings associated with such restructuring;
â€¢any major disruption or failure of our information technology systems, owned by us and third parties, our failure to successfully implement new technology effectively, and risks related to cybersecurity, privacy and data protection could increase costs and adversely affect our business and operations;
â€¢production sources that fail to meet our quality, cost, social and environmental compliance and risk mitigation, and other requirements, or failures by our contract manufacturers to perform, could harm our sales, service levels and reputation;
â€¢our suppliers may be impacted by economic conditions and cycles and changing laws and regulatory requirements which could impact their ability to do business with us or cause us to terminate our relationship with them and require us to find replacements, which we may have difficulty doing;
â€¢if one or more of our counterparty financial institutions default on their obligations to us, we may incur significant losses;
â€¢the loss of members of our executive management and other key employees or the failure to attract and retain key personnel could harm our business;
â€¢most of the employees in our production and distribution facilities are covered by collective bargaining agreements, and any material job actions could negatively affect our results of operations;
â€¢our licensees and franchisees may not comply with our product quality, manufacturing standards, social, environmental, marketing and other requirements, which could negatively affect our reputation and business;
â€¢our success depends on the continued protection of our trademarks and other proprietary intellectual property rights;
â€¢we have substantial liabilities and cash requirements associated with our postretirement benefits, pension and deferred compensation plans;
â€¢natural disasters, public health crises, including the COVID-19 pandemic, political crises, and other catastrophic events or other events outside of our control may damage our facilities or the facilities of third parties on which we depend, and could impact consumer spending;
â€¢our products may experience quality problems that could result in negative publicity, litigation, product recalls and warranty claims, which could result in decreased revenues and harm to our brands;
â€¢climate change may adversely impact our business;
â€¢we have debt and interest payment requirements at a level that may restrict our future operations and restrictions in our notes, indentures and credit facility may limit our activities, including dividend payments, share repurchases and acquisitions; and
â€¢increases in the price or availability of raw materials could increase our cost of goods and negatively impact our financial results.We are subject to periodic claims and litigation that could result in unexpected expenses and could ultimately be resolved against us."
161,321.0,diversify our portfolio,class a common stock,1,diversify our portfolio,0.12584562599658966,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.5859}",,"For example, in connection with our efforts, we may encounter obstacles, including new competitors, cultural and linguistic differences, differences in regulatory environments, labor practices and market practices, economic or governmental instability, difficulties in keeping abreast of market, business and technical developments and differences in consumer tastes and preferences."
162,322.0,dilution,class a common stock,1,dilution,0.12336433678865433,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",,"Furthermore, we may issue additional equity securities that could have rights senior to those of our Class A common stock."
163,323.0,an investment,class a common stock,1,an investment,0.0784153863787651,"{'neg': 0.124, 'neu': 0.779, 'pos': 0.097, 'compound': -0.9668}",,"â€¢the COVID-19 pandemic has had, and will likely continue to have, an adverse effect on the global economy, our business and results of operations;
â€¢our success depends on our ability to maintain the value and reputation of our brands;
â€¢our revenues are influenced by economic conditions that impact consumer spending and consumer confidence and an extended period of global supply chain and economic disruption could materially affect our business, results of operations, access to sources of liquidity and financial condition;
â€¢intense competition in the global apparel industry could lead to reduced sales and prices;
â€¢failure to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points could adversely affect our image and reputation and sales, margins and profitability;
â€¢we depend on a group of key wholesale customers for a significant portion of our revenues, and a significant adverse change in a customer relationship or in a customerâ€™s performance or financial position could harm our business and financial condition;
â€¢our efforts to expand our retail business may not be successful, which could impact our operating results;
â€¢if the implementation of our customer, digital, and omni-channel initiatives is not successful, if we are unable to effectively execute our e-commerce business, or we do not realize the return on our investments in these initiatives that we anticipate, our reputation and operating results would be adversely affected;
â€¢we may be unable to maintain or increase our sales through our third-party distribution channels, which can impact, and has adversely impacted in the past, our net revenues and margins;
â€¢we are a global company with significant revenues and earnings generated internationally, which exposes us to the impact of foreign currency fluctuations, changes to trade policy (including tariff, sanctions and customs regulations) and other domestic and foreign laws and regulations (including tax reform legislation), as well as political and economic risks;
â€¢if we encounter problems with our distribution system, whether company-owned or third-party, our ability to meet customer and consumer expectations, manage inventory, complete sales and achieve operating efficiencies could be adversely affected;
â€¢we face risks arising from restructuring of our operations and uncertainty with respect to our ability to achieve any anticipated cost savings associated with such restructuring;
â€¢any major disruption or failure of our information technology systems, owned by us and third parties, our failure to successfully implement new technology effectively, and risks related to cybersecurity, privacy and data protection could increase costs and adversely affect our business and operations;
â€¢production sources that fail to meet our quality, cost, social and environmental compliance and risk mitigation, and other requirements, or failures by our contract manufacturers to perform, could harm our sales, service levels and reputation;
â€¢our suppliers may be impacted by economic conditions and cycles and changing laws and regulatory requirements which could impact their ability to do business with us or cause us to terminate our relationship with them and require us to find replacements, which we may have difficulty doing;
â€¢if one or more of our counterparty financial institutions default on their obligations to us, we may incur significant losses;
â€¢the loss of members of our executive management and other key employees or the failure to attract and retain key personnel could harm our business;
â€¢most of the employees in our production and distribution facilities are covered by collective bargaining agreements, and any material job actions could negatively affect our results of operations;
â€¢our licensees and franchisees may not comply with our product quality, manufacturing standards, social, environmental, marketing and other requirements, which could negatively affect our reputation and business;
â€¢our success depends on the continued protection of our trademarks and other proprietary intellectual property rights;
â€¢we have substantial liabilities and cash requirements associated with our postretirement benefits, pension and deferred compensation plans;
â€¢natural disasters, public health crises, including the COVID-19 pandemic, political crises, and other catastrophic events or other events outside of our control may damage our facilities or the facilities of third parties on which we depend, and could impact consumer spending;
â€¢our products may experience quality problems that could result in negative publicity, litigation, product recalls and warranty claims, which could result in decreased revenues and harm to our brands;
â€¢climate change may adversely impact our business;
â€¢we have debt and interest payment requirements at a level that may restrict our future operations and restrictions in our notes, indentures and credit facility may limit our activities, including dividend payments, share repurchases and acquisitions; and
â€¢increases in the price or availability of raw materials could increase our cost of goods and negatively impact our financial results.We are subject to periodic claims and litigation that could result in unexpected expenses and could ultimately be resolved against us."
164,324.0,further diversify our portfolio,class a common stock,1,further diversify our portfolio,0.07368957251310349,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.5859}",,"For example, in connection with our efforts, we may encounter obstacles, including new competitors, cultural and linguistic differences, differences in regulatory environments, labor practices and market practices, economic or governmental instability, difficulties in keeping abreast of market, business and technical developments and differences in consumer tastes and preferences."
165,327.0,Fluctuations in product costs,class a common stock,-1,Fluctuations in product costs,0.634020209312439,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
166,328.0,Increases in raw material costs ,class a common stock,-1,Increases in raw material costs ,0.5921028256416321,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
167,329.0, wage rates,class a common stock,-1, wage rates,0.5921028256416321,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
168,330.0,change their apparel strategies,class a common stock,-1,change their apparel strategies,0.5566626787185669,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.836}",,"We may be unable to maintain or increase sales of our products through these distribution channels for several reasons, including the following:
â€¢the retailers in these channels maintainâ€“ and seek to growâ€“ substantial private-label and exclusive offerings as they strive to differentiate the brands and products they offer from those of their competitors;
â€¢the retailers change their apparel strategies in a way that shifts focus away from our typical consumer or that otherwise results in a reduction of sales of our products generally, such as a reduction of fixture spaces devoted to our products or a shift to other brands; â€¢other channels, including vertically-integrated specialty stores and e-commerce sites, account for a substantial portion of jeanswear and casual wear sales."
169,334.0,less attractive takeover target,class a common stock,-1,less attractive takeover target,0.4942438304424286,"{'neg': 0.035, 'neu': 0.923, 'pos': 0.042, 'compound': 0.1027}",,"If securities or industry analysts either do not publish research about us or publish inaccurate or unfavorable research about us, our business or our market, or if they adversely change their recommendations regarding our Class A common stock, the trading price or trading volume of our Class A common stock could decline."
170,336.0,temporary store closures ,class a common stock,-1,temporary store closures ,0.2547256350517273,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
171,337.0, reduced traffic ,class a common stock,-1, reduced traffic ,0.2547256350517273,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
172,338.0, consumer dem,class a common stock,-1, consumer dem,0.2547256350517273,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
173,0.0,Reliance on a fewer number of contract manufacturers,risk,1,Reliance on a fewer number of contract manufacturers,0.919243097305298,"{'neg': 0.147, 'neu': 0.818, 'pos': 0.035, 'compound': -0.7351}",,"If our contract manufacturers, or any raw material vendors or suppliers on which our contract manufacturers rely, suffer prolonged manufacturing or transportation disruptions due to public health conditions, such as the recent COVID-19 pandemic, or other unforeseen events, our ability to source product on a timely basis could be adversely impacted, which could adversely affect our results of operations."
174,26.0,temporary store closures ,risk,-1,temporary store closures ,0.4643961191177368,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
175,27.0, reduced traffic ,risk,-1, reduced traffic ,0.4643961191177368,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
176,28.0, consumer dem,risk,-1, consumer dem,0.4643961191177368,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
177,15.0,future issuances of debt ,risk,-1,future issuances of debt ,0.8186391592025757,"{'neg': 0.088, 'neu': 0.745, 'pos': 0.168, 'compound': 0.5719}",,"As of November 29, 2020, there were 6,587,363 shares of Class A common stock and 10,953,272 shares of Class B common stock issuable pursuant to restricted stock units (""RSUs""), performance restricted stock units (""PRSUs"") and stock appreciation rights (""SARs"") that may be settled in shares of our Class A or Class B common stock."
178,16.0, equity securities,risk,-1, equity securities,0.8186391592025757,"{'neg': 0.088, 'neu': 0.745, 'pos': 0.168, 'compound': 0.5719}",,"As of November 29, 2020, there were 6,587,363 shares of Class A common stock and 10,953,272 shares of Class B common stock issuable pursuant to restricted stock units (""RSUs""), performance restricted stock units (""PRSUs"") and stock appreciation rights (""SARs"") that may be settled in shares of our Class A or Class B common stock."
179,42.0,Failure to compete effectively,sales,-1,Failure to compete effectively,0.9377463459968568,"{'neg': 0.039, 'neu': 0.729, 'pos': 0.232, 'compound': 0.8126}",,The success of our business depends upon our ability to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points.
180,43.0,Increases in raw material costs ,sales,-1,Increases in raw material costs ,0.8282791376113892,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
181,44.0, wage rates,sales,-1, wage rates,0.8282791376113892,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
182,78.0,Disruptions ,operations,-1,Disruptions ,0.6891762614250183,"{'neg': 0.084, 'neu': 0.837, 'pos': 0.079, 'compound': -0.0258}",,"For example, we currently outsource a significant portion of our information technology, finance, customer relations and customer service functions to Wipro Limited."
183,79.0, delays at our third-party service providers,operations,-1, delays at our third-party service providers,0.6891762614250183,"{'neg': 0.084, 'neu': 0.837, 'pos': 0.079, 'compound': -0.0258}",,"For example, we currently outsource a significant portion of our information technology, finance, customer relations and customer service functions to Wipro Limited."
184,103.0,Disasters occurring at our ,image,-1,Disasters occurring at our ,0.6948307156562805,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7964}",,"Any such losses or damages could have a adverse effect on our business, operating results and financial condition."
185,104.0, our vend,image,-1, our vend,0.6948307156562805,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7964}",,"Any such losses or damages could have a adverse effect on our business, operating results and financial condition."
186,105.0,sâ€™ facilities,image,-1,sâ€™ facilities,0.6948307156562805,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7964}",,"Any such losses or damages could have a adverse effect on our business, operating results and financial condition."
187,129.0,If we are unable to effectively execute our e-commerce business,reputation,-1,If we are unable to effectively execute our e-commerce business,0.5055374503135681,"{'neg': 0.031, 'neu': 0.82, 'pos': 0.149, 'compound': 0.802}",,"The success of our e-commerce business depends, in part, on third parties and factors over which we have limited control, including changing consumer preferences and buying trends relating to e-commerce usage, both domestically and abroad, and promotional or other advertising initiatives employed by our wholesale customers or other third parties on their e-commerce sites."
188,128.0,Failure to protect the value of our brands,reputation,-1,Failure to protect the value of our brands,0.520999014377594,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.7579}",,We devote substantial resources to the establishment and protection of our trademark and other proprietary intellectual property rights on a global basis.
189,158.0,economic conditions,revenue,-1,economic conditions,0.7333955764770508,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5859}",,"Consumer purchases of discretionary items, including our products, generally decline during periods when disposable income is adversely affected, there is economic uncertainty or volatility or during recessionary periods."
190,154.0,Increases in raw material costs ,revenue,-1,Increases in raw material costs ,0.7992346882820129,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
191,155.0, wage rates,revenue,-1, wage rates,0.7992346882820129,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
192,160.0,temporary store closures ,revenue,-1,temporary store closures ,0.6502902507781982,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
193,161.0, reduced traffic ,revenue,-1, reduced traffic ,0.6502902507781982,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
194,162.0, consumer dem,revenue,-1, consumer dem,0.6502902507781982,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",,"Due to the COVID-19 pandemic, net revenues were adversely impacted by temporary store closures and reduced traffic and consumer demand, with the majority of the impact occurring in the second quarter when most company-operated and wholesale customer doors were temporarily closed."
195,167.0,materials,cost savings,1,materials,0.9698957800865172,"{'neg': 0.124, 'neu': 0.779, 'pos': 0.097, 'compound': -0.9668}",,"â€¢the COVID-19 pandemic has had, and will likely continue to have, an adverse effect on the global economy, our business and results of operations;
â€¢our success depends on our ability to maintain the value and reputation of our brands;
â€¢our revenues are influenced by economic conditions that impact consumer spending and consumer confidence and an extended period of global supply chain and economic disruption could materially affect our business, results of operations, access to sources of liquidity and financial condition;
â€¢intense competition in the global apparel industry could lead to reduced sales and prices;
â€¢failure to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points could adversely affect our image and reputation and sales, margins and profitability;
â€¢we depend on a group of key wholesale customers for a significant portion of our revenues, and a significant adverse change in a customer relationship or in a customerâ€™s performance or financial position could harm our business and financial condition;
â€¢our efforts to expand our retail business may not be successful, which could impact our operating results;
â€¢if the implementation of our customer, digital, and omni-channel initiatives is not successful, if we are unable to effectively execute our e-commerce business, or we do not realize the return on our investments in these initiatives that we anticipate, our reputation and operating results would be adversely affected;
â€¢we may be unable to maintain or increase our sales through our third-party distribution channels, which can impact, and has adversely impacted in the past, our net revenues and margins;
â€¢we are a global company with significant revenues and earnings generated internationally, which exposes us to the impact of foreign currency fluctuations, changes to trade policy (including tariff, sanctions and customs regulations) and other domestic and foreign laws and regulations (including tax reform legislation), as well as political and economic risks;
â€¢if we encounter problems with our distribution system, whether company-owned or third-party, our ability to meet customer and consumer expectations, manage inventory, complete sales and achieve operating efficiencies could be adversely affected;
â€¢we face risks arising from restructuring of our operations and uncertainty with respect to our ability to achieve any anticipated cost savings associated with such restructuring;
â€¢any major disruption or failure of our information technology systems, owned by us and third parties, our failure to successfully implement new technology effectively, and risks related to cybersecurity, privacy and data protection could increase costs and adversely affect our business and operations;
â€¢production sources that fail to meet our quality, cost, social and environmental compliance and risk mitigation, and other requirements, or failures by our contract manufacturers to perform, could harm our sales, service levels and reputation;
â€¢our suppliers may be impacted by economic conditions and cycles and changing laws and regulatory requirements which could impact their ability to do business with us or cause us to terminate our relationship with them and require us to find replacements, which we may have difficulty doing;
â€¢if one or more of our counterparty financial institutions default on their obligations to us, we may incur significant losses;
â€¢the loss of members of our executive management and other key employees or the failure to attract and retain key personnel could harm our business;
â€¢most of the employees in our production and distribution facilities are covered by collective bargaining agreements, and any material job actions could negatively affect our results of operations;
â€¢our licensees and franchisees may not comply with our product quality, manufacturing standards, social, environmental, marketing and other requirements, which could negatively affect our reputation and business;
â€¢our success depends on the continued protection of our trademarks and other proprietary intellectual property rights;
â€¢we have substantial liabilities and cash requirements associated with our postretirement benefits, pension and deferred compensation plans;
â€¢natural disasters, public health crises, including the COVID-19 pandemic, political crises, and other catastrophic events or other events outside of our control may damage our facilities or the facilities of third parties on which we depend, and could impact consumer spending;
â€¢our products may experience quality problems that could result in negative publicity, litigation, product recalls and warranty claims, which could result in decreased revenues and harm to our brands;
â€¢climate change may adversely impact our business;
â€¢we have debt and interest payment requirements at a level that may restrict our future operations and restrictions in our notes, indentures and credit facility may limit our activities, including dividend payments, share repurchases and acquisitions; and
â€¢increases in the price or availability of raw materials could increase our cost of goods and negatively impact our financial results.We are subject to periodic claims and litigation that could result in unexpected expenses and could ultimately be resolved against us."
196,170.0, anticipated attacks,cost savings,1, anticipated attacks,0.6448759436607361,"{'neg': 0.163, 'neu': 0.603, 'pos': 0.233, 'compound': 0.5267}",,"Any compromise or breach of our security could result in a violation of applicable privacy and other laws, significant legal and financial exposure, a loss of confidence in our security measures, which could have an adverse effect on our results of operations and our reputation, and a loss of consumer trust."
197,188.0,Inconsistency of legislation ,cost savings,-1,Inconsistency of legislation ,0.8121209144592285,"{'neg': 0.078, 'neu': 0.734, 'pos': 0.188, 'compound': 0.4767}",,Rising global average temperatures due to increased concentrations of carbon dioxide and other greenhouse gases in the atmosphere are causing significant changes in weather patterns around the globe and an increase in the frequency and severity of natural disasters.
198,189.0, regulations,cost savings,-1, regulations,0.8121209144592285,"{'neg': 0.078, 'neu': 0.734, 'pos': 0.188, 'compound': 0.4767}",,Rising global average temperatures due to increased concentrations of carbon dioxide and other greenhouse gases in the atmosphere are causing significant changes in weather patterns around the globe and an increase in the frequency and severity of natural disasters.
199,177.0,Increases in the price ,cost savings,1,Increases in the price ,0.519195556640625,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.1027}",,"The prices we pay our suppliers for our products are dependent in part on the market price for raw materials used to produce them, primarily cotton."
200,178.0, availability of raw materials,cost savings,1, availability of raw materials,0.519195556640625,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.1027}",,"The prices we pay our suppliers for our products are dependent in part on the market price for raw materials used to produce them, primarily cotton."
201,209.0,reduction in workforce,service levels,-1,reduction in workforce,0.7688525915145874,"{'neg': 0.124, 'neu': 0.779, 'pos': 0.097, 'compound': -0.7003}",,"Implementation of this reduction in workforce, or any similar future restructuring program actions, presents a number of significant risks, including:
â€¢actual or perceived disruption of service or reduction in service levels to customers and consumers;
â€¢potential adverse effects on our internal control environment and inability to preserve adequate internal controls relating to our general and administrative functions in connection with the decision to outsource certain business service activities;
â€¢actual or perceived disruption to suppliers, distribution networks and other important operational relationships and the inability to resolve potential conflicts in a timely manner;
â€¢difficulty in obtaining timely delivery of products of acceptable quality from our contract manufacturers;
â€¢diversion of management attention from ongoing business activities and strategic objectives; and
â€¢failure to maintain employee morale and retain key employees."
202,241.0,Increases in raw material costs ,losses,-1,Increases in raw material costs ,0.5189171433448792,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
203,242.0, wage rates,losses,-1, wage rates,0.5189171433448792,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
204,268.0,Increases in the price ,cost of goods,-1,Increases in the price ,0.8601872324943542,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.1027}",,"The prices we pay our suppliers for our products are dependent in part on the market price for raw materials used to produce them, primarily cotton."
205,269.0, availability of raw materials,cost of goods,-1, availability of raw materials,0.8601872324943542,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.1027}",,"The prices we pay our suppliers for our products are dependent in part on the market price for raw materials used to produce them, primarily cotton."
206,300.0,losses ,financial results,-1,losses ,0.8428018689155579,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5423}",,"Bribery Act and similar applicable laws generally prohibit companies, as well as their officers, directors, employees and third-party intermediaries, business partners and agents, from making improper payments or providing other improper things of value to government officials or other persons."
207,301.0, damages,financial results,-1, damages,0.8428018689155579,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5423}",,"Bribery Act and similar applicable laws generally prohibit companies, as well as their officers, directors, employees and third-party intermediaries, business partners and agents, from making improper payments or providing other improper things of value to government officials or other persons."
